PRODUCT_ID,WEIGHT_UNIT,CURRENCY_code,PRICE,WIDTH,WEIGHT,SHORT_DESC,REMARKS
242,GM,BGN,1389.84,257.68,8175.49,Arsenicum Metallicum,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
243,POUNDS,CNY,727.84,104.95,472.68,Hydralazine Hydrochloride,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis."
244,POUNDS,GEL,672.43,606.56,7458.45,Gabapentin,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim."
245,POUNDS,GMD,1001.62,486.82,6668.13,Brevibloc,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.
246,L,CNY,329.59,198.65,3252.53,Pramipexole Dihydrochloride,Ut at dolor quis odio consequat varius.
247,POUNDS,NAD,35.21,35.95,8386.99,Isoniazid,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.
248,GM,THB,1072.34,412.26,5673.39,Olive Oil Antibacterial Foaming Hand Wash,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
249,POUNDS,VEF,334.84,184.71,5171.88,Mouse Epithelium,Nullam varius. Nulla facilisi.
250,OUNCE,IDR,747.43,32.6,3022.35,care one sore throat,In sagittis dui vel nisl. Duis ac nibh.
251,KG,USD,797.26,283.45,5317.51,ECZEMA HP,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.
252,POUNDS,XAF,455.31,141.84,3671.03,Rose Sap Patch,Aenean lectus. Pellentesque eget nunc.
253,L,ARS,1177.57,132.93,7224.59,Spiriva,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl."
254,L,ZAR,493.63,132.01,5472.6,Colgate Max Clean,In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.
255,KG,CNY,1002.01,546.94,3484.0,HEMORRHOIDS PROCTALGIA,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
256,L,IDR,453.77,473.92,8387.49,Trazodone Hydrochloride,In sagittis dui vel nisl.
257,KG,CNY,192.74,419.97,191.7,valsartan and hydrochlorothiazide,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
258,GM,EUR,396.56,247.7,4266.07,Theophylline,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.
259,L,PLN,1041.41,359.42,1651.2,Sei Bella Age-Defying Liquid Foundation,Morbi non quam nec dui luctus rutrum. Nulla tellus.
260,ML,EUR,403.8,49.55,9052.95,CAREONE,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis."
261,KG,CNY,63.71,629.29,6776.93,Protonix,Pellentesque ultrices mattis odio. Donec vitae nisi.
262,POUNDS,IDR,805.61,456.45,9141.35,Desmopressin Acetate,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
263,OUNCE,RUB,908.75,336.99,6744.22,Kroger Waterless Hand Sanitizer Citrus Scent With Moisturizers And Vitamin E,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.
264,OUNCE,CNY,1465.06,191.27,1176.72,Sodium Chloride,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend."
265,POUNDS,IDR,874.9,559.21,2876.11,Oxygen,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus."
266,KG,RUB,558.89,170.9,2620.86,Spironolactone,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus."
267,OUNCE,CNY,1424.4,324.94,6090.15,Perfect Purity Advanced Hand Refreshing Aloe,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.
268,POUNDS,UAH,934.2,129.69,8857.77,Natural Senna,Vivamus in felis eu sapien cursus vestibulum.
269,OUNCE,SEK,400.07,117.28,1316.56,TRISPEC DMX Cough Suppressant Expectorant CHERRY RASPBERRY Flavor,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.
270,OUNCE,RUB,479.51,417.66,8332.61,Oxycodone and Acetaminophen,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo."
271,KG,CNY,200.22,396.12,4190.45,topiramate,Aliquam erat volutpat. In congue. Etiam justo.
272,ML,CNY,149.5,493.97,9970.76,Colcrys,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum."
273,OUNCE,CZK,771.52,300.72,1314.94,VENLAFAXINE HYDROCHLORIDE,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus."
274,L,UAH,1199.3,360.47,4241.71,Femring,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst."
275,ML,RUB,542.83,381.54,2718.81,Simvastatin,"Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
276,KG,CNY,923.08,188.43,5940.05,SILICEA,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
277,L,CAD,928.88,465.66,7663.75,Dipyridamole,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
278,POUNDS,EUR,157.2,651.88,542.06,German Cockroach,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo."
279,OUNCE,EUR,1461.93,282.79,3690.98,Miconazole 7,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.
280,POUNDS,EUR,1470.69,457.07,9627.82,BiCNU,Ut at dolor quis odio consequat varius.
281,POUNDS,PHP,851.34,84.63,9354.17,Undecylenic Acid Liquid,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci."
282,KG,EUR,1307.44,29.56,9734.66,MAGNESIA PHOS,Aenean auctor gravida sem.
283,POUNDS,GBP,1155.91,165.28,1023.07,Magnesium Citrate,Nunc purus. Phasellus in felis.
284,KG,UYU,455.74,497.79,6075.15,Ranitidine,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique."
285,GM,EUR,591.33,151.78,6345.71,maximum strength,Sed accumsan felis. Ut at dolor quis odio consequat varius.
286,L,EUR,500.08,253.2,6598.35,BANANA BOAT,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui."
287,GM,EUR,694.13,32.84,6142.98,Phenelzine Sulfate,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.
288,OUNCE,PHP,266.78,648.19,9331.58,TRAMADOL HYDROCHLORIDE,Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui.
289,L,SEK,512.25,480.2,2577.96,Morphine Sulfate,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum."
290,KG,CNY,1485.81,344.47,6087.44,"Food - Plant Source, Carrot Daucus carota","Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo."
291,KG,JPY,1282.89,165.64,4685.56,Instant Hand Sanitizer - Vanilla Scented,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus."
292,L,PHP,1089.24,551.25,8890.01,Phenytoin,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo."
293,POUNDS,CNY,321.9,242.77,2661.1,TIGAN,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo."
294,OUNCE,BRL,1073.68,532.3,636.08,Power Relief,Praesent blandit. Nam nulla.
295,OUNCE,IDR,95.46,529.74,2883.64,DG Body,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.
296,L,BRL,684.01,600.02,178.14,Head and Shoulders,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros."
297,ML,RSD,159.63,144.33,349.01,Salt Cedar,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
298,ML,CNY,893.96,558.66,2656.9,CHENOPODIUM ALBUM POLLEN,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
299,OUNCE,THB,581.59,278.57,3958.31,NASONEX,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
300,L,IDR,752.94,396.22,4043.41,"Dextroamphetamine saccharate, amphetamine aspartate monohydrate, dextroamphetamine sulfate and amphetamine sulfate",Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.
301,GM,CAD,578.78,394.54,3595.89,Quinapril,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst."
302,POUNDS,IDR,339.54,410.46,2124.99,Equaline Aspirin,"Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus."
303,POUNDS,SYP,705.47,66.81,1584.75,Ceramide Lift And Firm Day Broad Spectrum Sunscreen SPF 30,Nunc purus. Phasellus in felis. Donec semper sapien a libero.
304,L,BDT,600.4,57.14,7787.53,Etomidate,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc."
305,OUNCE,UYU,453.37,153.18,9391.88,Gralise,Vivamus vestibulum sagittis sapien.
306,ML,RUB,938.75,398.47,6381.89,Eye Wash,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
307,POUNDS,YER,752.06,277.43,8984.18,Prednisone,Etiam vel augue.
308,ML,VEF,531.53,189.74,4009.55,SELZENTRY,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
309,POUNDS,RUB,114.91,328.81,2874.87,Dakins Full,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo."
310,ML,EUR,978.23,576.56,8059.87,Sunbrellas Sport Sunblock SPF 45,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero."
311,KG,IRR,1158.59,605.52,7890.18,Cefuroxime and Dextrose,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo."
312,ML,NOK,749.68,621.48,1006.73,Prochieve,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.
313,OUNCE,IDR,1265.4,537.48,4831.41,Aging Eye Relief,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque."
314,GM,RUB,795.26,350.68,1569.84,Lansoprazole,Integer non velit.
315,OUNCE,RSD,74.73,300.04,4712.48,TWINRIX,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl."
316,L,CNY,365.99,316.3,9158.57,HYDROCHLOROTHIAZIDE,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
317,KG,EUR,413.43,138.25,4600.6,MANGO BUTTER LIPSTICK,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.
318,POUNDS,CNY,1295.44,527.21,3124.96,Addamel N,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante."
319,KG,RUB,623.45,80.85,2530.44,REQUIP,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum."
320,KG,MGA,1487.14,562.25,295.68,OPANA,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
321,POUNDS,PHP,1414.26,400.9,680.5,ESIKA,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
322,POUNDS,CNY,1024.62,116.02,7606.07,Sterile Water,Proin eu mi.
323,ML,IDR,276.33,119.1,436.23,Azithromycin,"Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede."
324,POUNDS,XOF,1104.94,63.05,1054.52,Lantus,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum."
325,POUNDS,IDR,279.8,197.36,6575.45,Senna laxative,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
326,ML,CNY,1101.38,436.12,9029.78,Synarel,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula."
327,L,EUR,918.44,343.34,4267.94,Diovan HCT,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat."
328,POUNDS,RUB,302.68,320.15,3536.65,PROCRIT,Sed ante. Vivamus tortor. Duis mattis egestas metus.
329,GM,CNY,1087.61,305.02,3157.6,Quetiapine fumarate,Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
330,KG,KZT,1348.29,495.85,5425.91,Fluoxetine,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
331,POUNDS,DOP,867.49,462.26,6559.12,Corn Grain,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est."
332,L,MYR,829.85,491.68,2971.27,FAMILY DOLLAR,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique."
333,POUNDS,EUR,193.07,187.42,7905.33,Daytime Sinus Relief,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
334,GM,BRL,1211.4,101.86,970.9,THE HISTORY OF WHOO GONGJINHYANG SEOL WHITENING SUN,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
335,GM,ETB,105.73,346.39,7317.06,Allopurinol,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim."
336,ML,CNY,603.04,184.71,2563.29,Ondansetron,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.
337,L,RUB,623.67,610.54,6263.3,methylphenidate hcl,"Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
338,ML,RUB,1257.58,143.41,728.73,Sniffles,Morbi non quam nec dui luctus rutrum. Nulla tellus.
339,ML,CAD,209.28,370.49,3903.81,Phytonadione,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
340,OUNCE,SEK,99.95,286.63,1252.81,Bupropion Hydrochloride,Morbi ut odio.
341,POUNDS,BRL,1407.7,629.01,7124.85,FONDAPARINUX SODIUM,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio."
342,GM,CNY,520.81,564.15,290.07,Zicam,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
343,KG,THB,599.52,190.85,9920.17,"Food - Plant Source, Melon, Cantaloupe Cucumis melo","Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula."
344,GM,IDR,861.4,410.64,3673.38,Fexofenadine Hydrochloride,Quisque porta volutpat erat.
345,KG,UAH,1390.37,499.66,7851.89,Toms Natural Anticavity Peppermint,Nulla ac enim.
346,L,IDR,1288.71,307.76,1621.05,ZEMPLAR,Praesent id massa id nisl venenatis lacinia.
347,ML,PHP,427.05,325.75,7077.29,Topiramate,Etiam justo.
348,KG,COP,264.44,655.32,9281.08,triamcinolone acetonide,"Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis."
349,OUNCE,CNY,1035.87,43.1,8649.57,O-Cal Prenatal Vitamin,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.
350,ML,CNY,37.11,546.88,8814.13,Enteric Coated Aspirin,Suspendisse ornare consequat lectus.
351,ML,RUB,259.01,269.86,6898.19,Ibuprofen,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla."
352,GM,CRC,47.19,535.79,1921.42,Ketorolac Tromethamine,Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
353,L,COP,398.88,515.29,7531.45,Citalopram Hydrobromide,In hac habitasse platea dictumst.
354,L,UAH,428.74,636.81,7735.98,Hydrocodone Bitartrate And Acetaminophen,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
355,KG,CNY,934.72,552.27,8212.91,Prednisone,Sed vel enim sit amet nunc viverra dapibus.
356,GM,IDR,722.17,622.69,7683.16,ibuprofen,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem."
357,KG,VND,262.54,474.9,9526.4,NOROXIN,"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien."
358,GM,ILS,786.06,408.44,7402.84,COUMADIN,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem."
359,L,PLN,203.4,652.39,3192.05,Lamotrigine,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
360,L,XOF,946.15,163.0,7789.59,Levophed,"Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
361,OUNCE,PHP,67.98,25.71,1294.2,PRAMCORT,Nulla facilisi.
362,L,CNY,904.8,591.43,4741.32,Dr. Jart Shimmering Beauty Balm 02 Medium - Deep,Integer ac leo.
363,GM,RUB,839.1,300.23,9567.81,Metoprolol Succinate,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.
364,KG,RUB,38.19,302.3,9450.86,Mycophenolate Mofetil,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante."
365,ML,RUB,793.43,534.51,1135.79,Health Smart Baby,Suspendisse potenti. Cras in purus eu magna vulputate luctus.
366,OUNCE,PLN,152.5,13.64,527.91,Propranolol Hydrochloride,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis."
367,L,CZK,696.43,490.03,9323.48,Cerebraplex,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.
368,GM,TRY,542.12,180.81,5026.19,Benztropine Mesylate,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
369,OUNCE,BRL,940.33,133.55,2938.56,MECLIZINE HYDROCHLORIDE,Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.
370,ML,SEK,384.58,592.76,7851.99,Neptune E2 ANTISEPTIC FOAM HAND,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
371,L,BRL,947.38,247.84,7158.0,care one acid reducer,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
372,POUNDS,HNL,834.23,415.07,8254.57,Nucynta,Nunc rhoncus dui vel sem. Sed sagittis.
373,KG,BRL,623.59,531.26,4813.01,No Concealer Concealer,"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
374,KG,CNY,71.37,31.62,7795.67,Buxom Show Some Skin Weightless Foundation Broad Spectrum SPF 30,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus."
375,L,IDR,1425.23,633.22,9148.78,Premium Sunscreen Broad Spectrum SPF 30,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat."
376,ML,MGA,415.83,630.37,7909.36,Dove,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum."
377,KG,XOF,36.41,124.98,2051.42,Q Tussin DM,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.
378,ML,BOB,866.56,46.73,5272.37,Ketorolac Tromethamine,Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.
379,POUNDS,PHP,192.04,274.88,1612.8,Dermarest,Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.
380,KG,EUR,1439.83,528.17,1947.44,Spring Birch Pollen,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla."
381,KG,IDR,1148.74,349.34,7078.81,Pamidronate Disodium,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus."
382,GM,SEK,1243.75,132.45,7020.0,Infants Dye-Free Ibuprofen,Curabitur in libero ut massa volutpat convallis.
383,ML,CZK,1395.62,272.45,8581.91,DEMEROL,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.
384,L,CNY,424.2,540.04,124.72,Everyday Clean Dandruff,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.
385,ML,CNY,218.17,519.93,705.67,Cetirizine Hydrochloride,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc."
386,L,IDR,1434.36,230.54,6728.28,Foamy Mango,Nullam molestie nibh in lectus.
387,L,CNY,994.62,273.5,8877.06,Flaxseed,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
388,ML,IDR,1055.4,491.9,2084.07,Golden Sunshine Far Infrared Herbal,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante."
389,ML,EUR,1322.81,286.53,422.73,Greasewood,Aenean sit amet justo.
390,ML,CNY,1031.97,23.84,9396.26,Hydrochlorothiazide,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque."
391,GM,CNY,1465.34,85.32,3619.86,Finasteride,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti."
392,GM,CNY,1456.18,370.52,1255.17,Loxapine,Morbi a ipsum. Integer a nibh.
393,L,KES,1310.01,263.07,1477.72,Guaifenesin,Praesent lectus.
